delta_d_solvent,delta_p_solvent,delta_h_solvent,molar_volume_cm3_mol,delta_d_polymer,delta_p_polymer,delta_h_polymer,compatible
12.3,6.3,5.7,72.9,16.8,7.3,7.3,1
16.7,9.6,8.8,107.5,16.8,7.3,7.3,1
17.8,3.1,5.7,80.7,16.8,7.3,7.3,1
17.2,4.9,6.6,86.6,16.8,7.3,7.3,1
16.6,6.4,2.0,95.0,16.8,7.3,7.3,1
17.4,13.5,5.5,65.1,16.8,7.3,7.3,1
17.6,6.8,7.0,101.7,16.8,7.3,7.3,1
20.0,12.5,6.7,156.3,16.8,7.3,7.3,1
15.5,27.6,16.8,32.8,16.8,7.3,7.3,0
15.1,11.8,0.0,54.6,16.8,7.3,7.3,0
18.3,15.2,0.0,52.6,16.8,7.3,7.3,0
15.6,14.5,0.0,51.8,16.8,7.3,7.3,0
18.3,11.4,5.2,73.4,16.8,7.3,7.3,1
16.8,8.0,4.1,161.0,16.8,7.3,7.3,1
17.2,10.6,4.8,118.2,16.8,7.3,7.3,1
16.8,0.0,0.2,108.7,16.8,7.3,7.3,1
16.4,2.2,5.0,422.4,16.8,7.3,7.3,1
17.4,9.8,18.3,112.8,16.8,7.3,7.3,0
18.6,10.3,8.0,103.8,16.8,7.3,7.3,1
17.4,4.1,13.5,106.0,16.8,7.3,7.3,1
17.8,6.3,5.1,104.0,16.8,7.3,7.3,1
17.2,1.0,5.0,101.9,16.8,7.3,7.3,1
18.7,0.0,1.0,169.9,16.8,7.3,7.3,1
17.2,3.1,6.5,113.8,16.8,7.3,7.3,1
17.3,5.5,2.0,118.6,16.8,7.3,7.3,1
17.0,9.6,4.5,131.7,16.8,7.3,7.3,1
17.2,1.9,6.1,82.1,16.8,7.3,7.3,1
16.4,0.0,1.8,94.9,16.8,7.3,7.3,1
17.9,11.9,5.2,89.1,16.8,7.3,7.3,1
16.7,3.8,1.7,89.0,16.8,7.3,7.3,1
18.1,7.6,15.6,86.2,16.8,7.3,7.3,0
17.2,2.4,2.0,50.0,16.8,7.3,7.3,0
17.6,0.0,0.0,58.3,16.8,7.3,7.3,0
18.6,16.2,5.7,75.4,16.8,7.3,7.3,0
18.8,0.0,0.0,156.9,16.8,7.3,7.3,0
18.0,0.0,0.0,156.9,16.8,7.3,7.3,0
15.7,0.0,0.0,195.9,16.8,7.3,7.3,0
16.0,4.7,10.0,191.8,16.8,7.3,7.3,1
15.8,1.0,2.2,190.6,16.8,7.3,7.3,1
16.7,1.4,4.8,449.9,16.8,7.3,7.3,1
16.8,1.0,4.7,468.7,16.8,7.3,7.3,1
15.6,0.8,3.2,301.5,16.8,7.3,7.3,1
16.6,6.2,2.6,464.2,16.8,7.3,7.3,1
16.8,7.2,3.4,364.9,16.8,7.3,7.3,1
16.2,1.8,4.9,433.7,16.8,7.3,7.3,1
16.6,6.6,2.9,432.4,16.8,7.3,7.3,0
16.4,10.0,5.7,184.4,16.8,7.3,7.3,1
15.7,10.2,5.9,174.5,16.8,7.3,7.3,0
15.6,4.5,6.7,124.1,16.8,7.3,7.3,1
14.7,6.1,11.3,78.1,16.8,7.3,7.3,1
16.2,4.7,8.4,159.0,16.8,7.3,7.3,1
17.8,2.2,5.5,362.1,16.8,7.3,7.3,1
17.8,6.4,7.0,69.8,16.8,7.3,7.3,1
15.0,3.0,4.3,170.0,16.8,7.3,7.3,0
15.5,8.9,6.2,182.0,16.8,7.3,7.3,1
16.0,7.7,4.4,173.4,16.8,7.3,7.3,1
17.8,8.6,4.1,266.0,16.8,7.3,7.3,1
16.7,4.5,4.1,339.0,16.8,7.3,7.3,1
16.7,9.1,7.5,94.0,16.8,7.3,7.3,1
18.2,8.1,12.2,82.5,16.8,7.3,7.3,0
17.4,9.4,6.4,80.3,16.8,7.3,7.3,1
12.3,2.0,0.0,92.3,16.8,7.3,7.3,0
16.8,7.6,8.0,90.8,16.8,7.3,7.3,1
16.8,7.6,7.7,98.3,16.8,7.3,7.3,1
17.1,12.9,6.5,90.5,16.8,7.3,7.3,1
15.8,3.1,5.7,75.4,16.8,7.3,7.3,1
16.4,11.3,7.5,124.5,16.8,7.3,7.3,1
14.9,2.3,6.1,103.2,16.8,7.3,7.3,1
15.1,6.3,3.5,121.0,16.8,7.3,7.3,1
14.5,2.9,5.1,104.8,16.8,7.3,7.3,1
16.4,11.4,9.2,111.4,16.8,7.3,7.3,0
15.8,7.6,4.7,106.4,16.8,7.3,7.3,1
16.1,7.7,8.3,152.5,16.8,7.3,7.3,1
16.2,8.0,8.8,136.6,16.8,7.3,7.3,1
17.6,9.6,4.5,198.0,16.8,7.3,7.3,1
15.7,14.7,7.1,131.5,16.8,7.3,7.3,1
16.8,3.1,2.0,107.4,16.8,7.3,7.3,1
16.7,6.7,5.7,123.1,16.8,7.3,7.3,1
16.2,5.1,9.2,175.5,16.8,7.3,7.3,1
17.0,7.6,3.6,332.3,16.8,7.3,7.3,1
21.0,10.2,27.2,82.7,16.8,7.3,7.3,0
20.0,11.3,21.8,81.9,16.8,7.3,7.3,0
16.7,2.5,6.2,269.6,16.8,7.3,7.3,1
14.8,1.7,3.5,141.1,16.8,7.3,7.3,1
16.8,11.5,10.2,92.5,16.8,7.3,7.3,1
15.1,3.4,7.6,78.9,16.8,7.3,7.3,1
15.3,4.8,11.2,66.2,16.8,7.3,7.3,1
16.4,10.6,7.4,127.8,16.8,7.3,7.3,1
15.5,3.9,9.7,84.2,16.8,7.3,7.3,1
15.7,5.3,11.7,88.2,16.8,7.3,7.3,1
17.3,7.8,6.5,88.6,16.8,7.3,7.3,0
15.2,6.1,5.7,63.2,16.8,7.3,7.3,1
17.4,13.7,11.3,77.0,16.8,7.3,7.3,1
15.3,5.9,11.0,76.0,16.8,7.3,7.3,1
16.7,13.1,7.5,106.9,16.8,7.3,7.3,1
18.6,10.8,4.9,163.0,16.8,7.3,7.3,1
16.6,2.9,6.7,233.3,16.8,7.3,7.3,1
17.7,17.0,9.7,94.7,16.8,7.3,7.3,0
16.1,6.4,7.4,73.2,16.8,7.3,7.3,1
19.0,19.4,12.3,75.0,16.8,7.3,7.3,0
18.4,16.4,10.2,71.3,16.8,7.3,7.3,0
16.7,2.0,5.1,400.0,16.8,7.3,7.3,1
16.6,7.0,3.1,377.0,16.8,7.3,7.3,1
19.5,3.4,5.8,160.4,16.8,7.3,7.3,0
20.0,3.3,5.9,145.9,16.8,7.3,7.3,1
19.5,1.0,1.0,168.2,16.8,7.3,7.3,0
15.3,1.4,4.1,136.9,16.8,7.3,7.3,1
15.8,5.7,4.9,140.8,16.8,7.3,7.3,1
16.3,4.9,8.0,195.7,16.8,7.3,7.3,1
17.3,7.8,6.5,88.6,16.8,7.3,7.3,1
16.6,5.4,1.9,558.3,16.8,7.3,7.3,1
16.5,4.6,5.6,93.6,16.8,7.3,7.3,1
16.0,0.0,0.0,228.6,16.8,7.3,7.3,1
16.0,4.0,9.3,224.5,16.8,7.3,7.3,1
16.5,0.0,0.0,359.8,16.8,7.3,7.3,1
19.4,13.8,3.9,110.7,16.8,7.3,7.3,0
17.9,7.2,8.7,83.9,16.8,7.3,7.3,1
17.7,14.9,6.8,94.7,16.8,7.3,7.3,1
15.7,6.5,7.1,74.3,16.8,7.3,7.3,1
15.8,8.8,19.4,58.5,16.8,7.3,7.3,0
16.2,3.3,8.8,155.5,16.8,7.3,7.3,1
15.8,5.3,7.2,98.5,16.8,7.3,7.3,1
15.1,3.4,5.0,81.5,16.8,7.3,7.3,0
15.5,7.1,5.5,108.8,16.8,7.3,7.3,1
15.0,5.6,10.7,65.6,16.8,7.3,7.3,1
16.2,4.5,4.1,156.0,16.8,7.3,7.3,1
17.8,0.6,1.4,123.1,16.8,7.3,7.3,1
17.9,6.2,6.0,144.3,16.8,7.3,7.3,1
16.5,8.4,2.3,74.6,16.8,7.3,7.3,1
16.2,5.0,4.1,139.0,16.8,7.3,7.3,1
15.5,5.6,5.0,132.9,16.8,7.3,7.3,1
15.5,3.2,5.9,149.6,16.8,7.3,7.3,1
16.8,10.1,13.0,91.2,16.8,7.3,7.3,1
15.6,15.2,5.8,74.4,16.8,7.3,7.3,1
15.7,6.1,2.9,70.0,16.8,7.3,7.3,1
15.5,10.0,6.7,95.6,16.8,7.3,7.3,1
16.7,7.9,8.3,107.1,16.8,7.3,7.3,1
15.4,7.9,5.9,87.6,16.8,7.3,7.3,1
17.2,10.0,14.0,76.5,16.8,7.3,7.3,1
15.5,8.4,8.4,80.2,16.8,7.3,7.3,1
15.8,2.9,5.1,196.0,16.8,7.3,7.3,1
14.8,4.7,3.4,208.2,16.8,7.3,7.3,1
15.7,8.6,6.5,79.5,16.8,7.3,7.3,1
17.3,7.9,7.2,81.2,16.8,7.3,7.3,1
15.4,12.0,2.5,78.7,16.8,7.3,7.3,1
17.2,14.7,9.0,87.1,16.8,7.3,7.3,0
17.1,4.8,2.5,91.2,16.8,7.3,7.3,1
15.5,6.1,4.9,115.5,16.8,7.3,7.3,1
15.4,13.4,5.4,87.1,16.8,7.3,7.3,1
14.9,4.9,5.6,94.9,16.8,7.3,7.3,1
15.8,11.3,4.5,99.3,16.8,7.3,7.3,1
15.0,2.0,3.8,63.0,16.8,7.3,7.3,1
17.0,11.0,26.0,55.8,16.8,7.3,7.3,1
15.3,4.5,8.8,171.2,16.8,7.3,7.3,1
16.2,4.7,9.8,132.8,16.8,7.3,7.3,1
15.9,5.1,9.3,147.7,16.8,7.3,7.3,1
15.9,5.5,11.6,121.6,16.8,7.3,7.3,1
16.9,9.3,9.6,97.9,16.8,7.3,7.3,1
15.6,10.0,11.0,49.9,16.8,7.3,7.3,1
19.3,9.0,6.5,59.5,16.8,7.3,7.3,1
16.6,8.8,17.0,67.3,16.8,7.3,7.3,1
18.6,9.8,7.7,51.8,16.8,7.3,7.3,1
15.7,4.2,6.1,163.3,16.8,7.3,7.3,1
16.2,12.1,4.5,99.0,16.8,7.3,7.3,1
15.8,8.1,6.5,70.1,16.8,7.3,7.3,1
18.7,6.1,2.0,94.7,16.8,7.3,7.3,1
15.2,7.0,1.0,57.5,16.8,7.3,7.3,0
13.4,10.6,9.5,40.7,16.8,7.3,7.3,1
12.8,14.4,15.4,36.8,16.8,7.3,7.3,0
17.2,26.2,19.0,39.8,16.8,7.3,7.3,0
14.3,11.9,16.6,37.8,16.8,7.3,7.3,0
15.0,10.1,8.6,56.5,16.8,7.3,7.3,1
18.5,10.4,7.6,127.0,16.8,7.3,7.3,1
18.7,10.6,7.8,111.5,16.8,7.3,7.3,1
17.8,1.8,5.3,72.5,16.8,7.3,7.3,1
18.6,14.9,5.1,83.2,16.8,7.3,7.3,1
17.4,7.6,15.1,86.5,16.8,7.3,7.3,1
18.4,15.0,8.2,87.5,16.8,7.3,7.3,1
17.4,12.1,29.3,73.3,16.8,7.3,7.3,0
16.4,8.9,14.2,149.4,16.8,7.3,7.3,0
17.5,13.4,9.8,63.2,16.8,7.3,7.3,1
18.2,9.0,17.9,66.5,16.8,7.3,7.3,0
15.0,17.0,13.3,50.9,16.8,7.3,7.3,0
15.3,0.0,0.0,147.4,16.8,7.3,7.3,1
16.0,5.3,11.7,141.4,16.8,7.3,7.3,1
15.0,1.1,2.6,141.9,16.8,7.3,7.3,1
15.8,2.9,5.5,181.1,16.8,7.3,7.3,1
16.3,0.0,0.0,294.1,16.8,7.3,7.3,0
15.8,8.5,5.4,120.2,16.8,7.3,7.3,1
14.9,0.0,0.0,131.6,16.8,7.3,7.3,0
15.0,4.1,9.4,125.9,16.8,7.3,7.3,1
15.9,5.8,12.5,124.9,16.8,7.3,7.3,1
14.7,1.1,0.0,126.1,16.8,7.3,7.3,0
15.8,2.9,5.9,165.0,16.8,7.3,7.3,1
15.7,8.4,17.8,123.0,16.8,7.3,7.3,0
15.3,4.5,7.2,204.3,16.8,7.3,7.3,1
14.2,8.3,8.9,32.1,16.8,7.3,7.3,1
12.3,17.6,9.0,39.3,16.8,7.3,7.3,0
18.9,9.4,16.3,80.0,16.8,7.3,7.3,1
16.0,13.2,13.4,114.9,16.8,7.3,7.3,1
19.5,6.0,6.1,114.4,16.8,7.3,7.3,1
20.2,3.6,10.6,98.2,16.8,7.3,7.3,1
15.3,3.1,7.0,148.8,16.8,7.3,7.3,1
15.7,5.2,5.6,165.7,16.8,7.3,7.3,1
15.1,3.7,6.3,133.5,16.8,7.3,7.3,1
15.5,6.2,5.0,145.0,16.8,7.3,7.3,1
15.5,6.5,6.7,117.4,16.8,7.3,7.3,1
15.1,2.9,5.9,163.0,16.8,7.3,7.3,1
14.5,2.0,1.5,89.4,16.8,7.3,7.3,1
16.5,5.4,11.1,93.4,16.8,7.3,7.3,1
15.8,10.5,13.6,37.7,16.8,7.3,7.3,0
14.9,4.5,8.2,117.1,16.8,7.3,7.3,1
14.8,4.4,6.6,86.8,16.8,7.3,7.3,1
18.1,1.2,1.2,139.1,16.8,7.3,7.3,0
14.3,3.9,3.7,330.0,16.8,7.3,7.3,1
18.8,13.4,11.2,64.1,16.8,7.3,7.3,1
15.4,7.3,5.8,53.0,16.8,7.3,7.3,1
20.2,18.1,12.6,66.3,16.8,7.3,7.3,0
17.7,18.4,6.7,55.5,16.8,7.3,7.3,1
16.8,4.7,4.9,215.8,16.8,7.3,7.3,1
18.0,0.0,0.6,139.8,16.8,7.3,7.3,1
15.1,12.3,22.3,40.7,16.8,7.3,7.3,0
15.3,4.1,8.1,153.9,16.8,7.3,7.3,1
16.9,18.7,13.9,76.9,16.8,7.3,7.3,0
15.5,7.2,7.6,79.7,16.8,7.3,7.3,1
15.1,3.8,9.2,59.6,16.8,7.3,7.3,1
15.3,6.7,9.4,90.3,16.8,7.3,7.3,1
16.0,6.0,15.5,84.4,16.8,7.3,7.3,1
13.0,7.3,17.3,44.4,16.8,7.3,7.3,0
15.2,3.1,6.8,167.4,16.8,7.3,7.3,1
18.9,8.2,4.7,124.9,16.8,7.3,7.3,1
17.0,8.8,2.6,56.8,16.8,7.3,7.3,1
15.3,6.1,4.1,123.6,16.8,7.3,7.3,1
15.3,6.1,3.9,55.4,16.8,7.3,7.3,1
16.3,9.5,8.5,77.3,16.8,7.3,7.3,1
16.8,14.8,9.1,88.3,16.8,7.3,7.3,1
16.0,0.0,1.0,128.3,16.8,7.3,7.3,0
14.7,4.9,6.2,84.1,16.8,7.3,7.3,1
16.0,9.0,5.1,90.1,16.8,7.3,7.3,0
14.7,4.9,7.8,94.8,16.8,7.3,7.3,0
17.4,18.8,15.9,59.1,16.8,7.3,7.3,0
15.3,8.4,10.2,62.2,16.8,7.3,7.3,1
17.4,6.9,9.7,107.0,16.8,7.3,7.3,1
16.2,8.7,14.8,52.7,16.8,7.3,7.3,0
17.5,7.7,5.3,62.3,16.8,7.3,7.3,1
15.6,7.3,2.5,61.8,16.8,7.3,7.3,1
17.3,16.2,10.1,68.4,16.8,7.3,7.3,0
16.6,7.7,8.6,54.1,16.8,7.3,7.3,1
16.2,5.7,4.1,139.8,16.8,7.3,7.3,1
16.0,7.6,4.7,106.7,16.8,7.3,7.3,1
15.8,14.0,4.8,63.8,16.8,7.3,7.3,1
19.6,4.8,4.7,117.4,16.8,7.3,7.3,0
20.0,16.9,7.8,124.6,16.8,7.3,7.3,1
14.0,14.0,8.4,73.9,16.8,7.3,7.3,1
15.5,6.5,7.7,96.8,16.8,7.3,7.3,1
15.5,3.3,0.0,71.0,16.8,7.3,7.3,1
17.3,15.0,6.0,68.5,16.8,7.3,7.3,1
14.9,5.3,6.3,75.2,16.8,7.3,7.3,1
15.6,12.5,5.0,81.2,16.8,7.3,7.3,1
16.4,4.9,6.0,82.1,16.8,7.3,7.3,1
16.8,19.6,4.8,87.6,16.8,7.3,7.3,0
15.3,3.8,7.7,168.6,16.8,7.3,7.3,1
19.6,15.3,3.8,152.6,16.8,7.3,7.3,1
15.0,1.8,8.6,169.4,16.8,7.3,7.3,0
19.5,6.0,11.5,108.4,16.8,7.3,7.3,1
18.2,6.3,6.1,63.9,16.8,7.3,7.3,1
17.8,3.9,5.5,80.5,16.8,7.3,7.3,1
19.0,6.7,5.9,114.8,16.8,7.3,7.3,1
18.8,4.9,9.2,87.1,16.8,7.3,7.3,1
17.3,6.0,10.5,132.2,16.8,7.3,7.3,1
19.2,2.0,5.9,111.5,16.8,7.3,7.3,1
19.7,6.3,12.3,131.7,16.8,7.3,7.3,1
20.0,8.6,4.1,102.7,16.8,7.3,7.3,1
16.0,15.5,4.5,71.5,16.8,7.3,7.3,1
16.3,16.6,5.0,59.9,16.8,7.3,7.3,0
15.8,18.8,5.1,54.3,16.8,7.3,7.3,0
20.0,12.7,4.0,89.3,16.8,7.3,7.3,1
15.7,0.0,0.0,179.7,16.8,7.3,7.3,0
15.7,7.0,15.1,170.5,16.8,7.3,7.3,1
16.0,4.8,10.6,174.4,16.8,7.3,7.3,1
15.4,1.0,2.2,170.5,16.8,7.3,7.3,0
16.4,0.0,0.0,326.9,16.8,7.3,7.3,0
15.5,0.0,0.0,163.5,16.8,7.3,7.3,0
15.1,3.3,8.2,159.0,16.8,7.3,7.3,1
16.0,5.0,11.9,157.7,16.8,7.3,7.3,1
15.3,1.0,2.4,158.0,16.8,7.3,7.3,1
15.8,2.9,5.1,196.0,16.8,7.3,7.3,1
17.0,14.3,22.0,47.4,16.8,7.3,7.3,0
16.1,3.8,7.5,85.8,16.8,7.3,7.3,1
18.0,9.1,5.4,65.0,16.8,7.3,7.3,1
17.8,10.5,13.9,151.2,16.8,7.3,7.3,1
18.5,6.3,8.9,103.6,16.8,7.3,7.3,1
15.7,9.4,5.8,106.4,16.8,7.3,7.3,1
14.5,0.0,0.0,116.2,16.8,7.3,7.3,0
17.1,9.0,4.1,103.1,16.8,7.3,7.3,1
15.0,4.1,10.3,109.2,16.8,7.3,7.3,1
15.9,5.9,13.9,108.6,16.8,7.3,7.3,0
15.5,8.1,6.8,98.7,16.8,7.3,7.3,1
13.9,1.4,3.8,110.4,16.8,7.3,7.3,1
15.8,5.2,5.7,165.3,16.8,7.3,7.3,1
20.3,17.1,4.8,148.2,16.8,7.3,7.3,1
18.4,4.5,4.0,127.3,16.8,7.3,7.3,1
18.0,5.9,14.9,87.5,16.8,7.3,7.3,1
19.8,5.2,6.4,126.9,16.8,7.3,7.3,1
19.5,12.3,3.8,114.9,16.8,7.3,7.3,1
18.8,2.8,4.0,109.1,16.8,7.3,7.3,0
20.4,6.5,14.0,98.5,16.8,7.3,7.3,0
16.4,5.3,5.3,71.7,16.8,7.3,7.3,0
14.7,18.6,26.8,52.8,16.8,7.3,7.3,0
18.1,9.3,0.0,93.2,16.8,7.3,7.3,1
18.4,3.6,0.0,87.3,16.8,7.3,7.3,1
20.6,20.1,10.1,96.8,16.8,7.3,7.3,1
19.2,7.0,6.0,130.0,16.8,7.3,7.3,1
18.1,5.6,8.0,97.9,16.8,7.3,7.3,1
17.6,4.5,8.9,98.9,16.8,7.3,7.3,0
15.3,3.0,6.8,60.1,16.8,7.3,7.3,1
13.4,0.0,0.0,89.5,16.8,7.3,7.3,0
16.8,13.5,23.2,72.5,16.8,7.3,7.3,0
16.3,6.8,6.5,94.1,16.8,7.3,7.3,1
16.0,6.8,17.4,75.2,16.8,7.3,7.3,0
16.3,5.2,8.3,98.8,16.8,7.3,7.3,1
16.2,11.9,8.7,60.0,16.8,7.3,7.3,1
19.7,18.2,10.3,65.5,16.8,7.3,7.3,0
15.3,11.1,6.9,73.4,16.8,7.3,7.3,1
17.5,13.4,9.8,63.2,16.8,7.3,7.3,0
16.7,9.8,11.5,78.9,16.8,7.3,7.3,0
14.7,5.3,12.4,75.0,16.8,7.3,7.3,1
16.2,10.0,8.7,129.4,16.8,7.3,7.3,1
15.3,14.3,5.5,70.9,16.8,7.3,7.3,0
16.1,10.3,5.3,86.9,16.8,7.3,7.3,1
15.3,4.3,7.6,115.3,16.8,7.3,7.3,1
16.9,4.9,8.6,83.0,16.8,7.3,7.3,1
15.5,7.1,8.6,97.9,16.8,7.3,7.3,1
15.1,1.6,1.5,68.8,16.8,7.3,7.3,1
16.8,9.4,23.3,73.6,16.8,7.3,7.3,0
15.6,4.3,9.0,155.1,16.8,7.3,7.3,1
15.6,5.6,9.8,137.1,16.8,7.3,7.3,1
16.1,8.8,19.1,57.7,16.8,7.3,7.3,1
15.5,17.0,6.3,62.5,16.8,7.3,7.3,0
20.2,17.4,11.7,72.6,16.8,7.3,7.3,0
19.0,8.8,5.9,80.9,16.8,7.3,7.3,1
20.7,10.7,21.1,87.0,16.8,7.3,7.3,0
17.9,6.5,7.4,83.5,16.8,7.3,7.3,1
19.4,17.4,11.3,76.4,16.8,7.3,7.3,1
19.8,5.6,5.7,118.0,16.8,7.3,7.3,1
17.1,7.1,11.7,167.6,16.8,7.3,7.3,1
16.3,3.3,5.5,326.0,16.8,7.3,7.3,1
18.6,1.0,4.1,115.6,16.8,7.3,7.3,1
16.8,9.8,10.5,81.2,16.8,7.3,7.3,1
18.6,19.2,16.6,66.8,16.8,7.3,7.3,0
17.9,16.2,7.9,81.2,16.8,7.3,7.3,1
20.3,18.2,10.9,95.7,16.8,7.3,7.3,0
18.1,13.5,0.0,60.0,16.8,7.3,7.3,0
15.8,8.4,10.0,44.0,16.8,7.3,7.3,1
17.6,7.2,0.0,81.0,16.8,7.3,7.3,1
18.8,6.1,10.7,166.0,16.8,7.3,7.3,1
21.2,10.7,3.4,116.2,16.8,7.3,7.3,0
16.2,0.0,0.0,261.3,16.8,7.3,7.3,0
16.1,0.5,1.9,253.4,16.8,7.3,7.3,1
16.8,5.7,8.0,81.7,16.8,7.3,7.3,1
16.4,6.3,6.0,97.8,16.8,7.3,7.3,1
18.5,6.3,8.9,103.6,16.8,7.3,7.3,1
18.6,6.7,9.1,88.3,16.8,7.3,7.3,1
20.3,18.2,10.9,95.7,16.8,7.3,7.3,0
18.2,11.0,9.1,90.0,16.8,7.3,7.3,1
16.7,8.2,11.0,120.4,16.8,7.3,7.3,1
15.5,9.9,7.5,119.7,16.8,7.3,7.3,1
16.2,5.9,5.3,90.4,16.8,7.3,7.3,1
19.3,9.1,5.0,58.0,16.8,7.3,7.3,1
20.5,18.8,10.8,70.9,16.8,7.3,7.3,0
17.5,20.6,20.2,75.0,16.8,7.3,7.3,0
17.0,6.7,8.9,71.5,16.8,7.3,7.3,1
19.0,6.9,6.2,86.6,16.8,7.3,7.3,1
16.8,8.9,10.9,51.7,16.8,7.3,7.3,1
16.0,8.6,14.8,69.5,16.8,7.3,7.3,0
16.9,6.2,5.9,79.0,16.8,7.3,7.3,1
18.9,2.4,7.8,79.0,16.8,7.3,7.3,1
20.0,4.5,10.3,102.4,16.8,7.3,7.3,1
20.0,21.7,14.8,72.8,16.8,7.3,7.3,0
18.0,1.4,2.0,106.8,16.8,7.3,7.3,0
19.4,5.8,9.4,107.8,16.8,7.3,7.3,1
16.7,1.8,4.6,269.7,16.8,7.3,7.3,1
16.3,6.3,4.3,274.0,16.8,7.3,7.3,0
16.5,6.6,3.5,117.4,16.8,7.3,7.3,1
18.3,5.8,11.4,100.2,16.8,7.3,7.3,1
16.4,7.4,6.1,100.0,16.8,7.3,7.3,1
15.3,2.0,0.0,92.8,16.8,7.3,7.3,0
19.0,12.3,4.5,316.0,16.8,7.3,7.3,1
16.2,3.1,9.0,242.0,16.8,7.3,7.3,1
17.8,0.4,1.0,138.6,16.8,7.3,7.3,1
16.7,11.4,9.2,171.0,16.8,7.3,7.3,1
17.5,8.8,0.0,122.9,16.8,7.3,7.3,1
15.6,9.9,11.6,74.2,16.8,7.3,7.3,1
14.4,8.9,6.5,46.1,16.8,7.3,7.3,0
16.6,5.7,2.2,602.9,16.8,7.3,7.3,1
16.6,6.0,2.5,553.1,16.8,7.3,7.3,1
14.6,3.4,1.8,90.3,16.8,7.3,7.3,1
15.1,6.1,9.8,227.4,16.8,7.3,7.3,1
18.8,7.8,9.4,72.8,16.8,7.3,7.3,1
16.7,15.9,10.2,115.8,16.8,7.3,7.3,1
15.5,10.3,7.3,94.6,16.8,7.3,7.3,1
16.2,5.9,4.2,469.8,16.8,7.3,7.3,1
20.1,6.4,6.8,271.9,16.8,7.3,7.3,1
16.0,0.0,0.0,212.7,16.8,7.3,7.3,0
15.3,11.0,4.8,103.8,16.8,7.3,7.3,1
16.0,7.2,5.9,92.6,16.8,7.3,7.3,1
16.8,5.2,12.3,85.3,16.8,7.3,7.3,1
15.1,1.7,12.0,74.3,16.8,7.3,7.3,1
15.7,7.2,11.8,51.8,16.8,7.3,7.3,1
15.9,6.3,5.4,71.6,16.8,7.3,7.3,1
15.6,3.9,6.9,126.5,16.8,7.3,7.3,1
16.0,6.5,2.4,68.7,16.8,7.3,7.3,1
14.8,4.2,5.8,90.7,16.8,7.3,7.3,1
14.5,4.9,6.0,95.0,16.8,7.3,7.3,1
16.4,5.8,6.3,101.3,16.8,7.3,7.3,1
15.3,6.5,9.7,74.7,16.8,7.3,7.3,1
17.1,5.5,7.3,75.6,16.8,7.3,7.3,1
15.6,8.0,4.7,110.1,16.8,7.3,7.3,1
15.5,2.6,4.0,89.4,16.8,7.3,7.3,1
13.9,4.3,7.6,116.4,16.8,7.3,7.3,1
14.5,1.0,2.5,145.3,16.8,7.3,7.3,1
17.6,1.0,3.1,123.3,16.8,7.3,7.3,1
17.8,1.0,3.1,121.2,16.8,7.3,7.3,1
14.7,12.5,7.9,56.6,18.2,4.4,13.0,1
16.3,4.0,20.2,61.2,18.2,4.4,13.0,0
17.3,18.7,22.4,60.8,18.2,4.4,13.0,0
20.6,13.3,12.4,110.9,18.2,4.4,13.0,1
14.5,8.0,13.5,57.1,18.2,4.4,13.0,1
16.0,11.7,10.2,94.5,18.2,4.4,13.0,0
15.5,10.4,7.0,74.0,18.2,4.4,13.0,1
14.7,4.6,4.6,96.7,18.2,4.4,13.0,0
15.3,18.0,6.1,52.6,18.2,4.4,13.0,0
16.3,3.7,10.9,80.2,18.2,4.4,13.0,1
16.1,4.4,8.3,118.4,18.2,4.4,13.0,1
16.1,11.2,6.2,103.0,18.2,4.4,13.0,0
16.7,10.6,5.2,74.0,18.2,4.4,13.0,1
16.2,11.2,5.8,71.4,18.2,4.4,13.0,0
14.4,4.2,11.9,42.1,18.2,4.4,13.0,1
14.7,14.0,5.7,62.0,18.2,4.4,13.0,1
21.7,5.9,2.0,163.0,18.2,4.4,13.0,0
15.0,7.2,7.8,66.7,18.2,4.4,13.0,1
15.8,12.1,12.8,63.4,18.2,4.4,13.0,1
17.7,6.4,14.9,68.5,18.2,4.4,13.0,1
16.0,12.8,6.8,67.1,18.2,4.4,13.0,0
16.2,11.6,5.4,81.3,18.2,4.4,13.0,0
17.1,9.0,14.6,107.5,18.2,4.4,13.0,0
15.7,4.5,8.0,108.5,18.2,4.4,13.0,1
16.7,4.7,11.3,102.1,18.2,4.4,13.0,1
16.3,11.2,5.0,98.5,18.2,4.4,13.0,1
16.2,10.8,16.8,68.4,18.2,4.4,13.0,0
15.5,5.7,10.6,74.9,18.2,4.4,13.0,1
16.0,14.3,5.6,80.5,18.2,4.4,13.0,1
15.7,5.4,8.8,91.0,18.2,4.4,13.0,1
16.4,6.2,7.9,80.2,18.2,4.4,13.0,1
20.4,8.1,12.2,94.1,18.2,4.4,13.0,1
15.8,3.3,6.1,148.0,18.2,4.4,13.0,1
19.4,5.1,10.2,91.5,18.2,4.4,13.0,1
17.8,4.1,6.7,119.1,18.2,4.4,13.0,1
20.3,7.6,4.8,145.6,18.2,4.4,13.0,1
15.9,8.9,12.9,79.0,18.2,4.4,13.0,1
19.9,6.6,2.4,134.2,18.2,4.4,13.0,0
19.4,7.4,5.3,101.5,18.2,4.4,13.0,0
21.2,14.7,11.2,90.3,18.2,4.4,13.0,1
18.4,0.0,2.0,89.4,18.2,4.4,13.0,0
